KEY,en,notes,sp,fr,de,it,pt-br
FURNITURE_DESC_HANGING_FISH,,,,,,,
FURNITURE_NAME_HANGING_CATHEAD,Подвесной освежитель воздуха А,,Ambientador de techo A,Désodorisant suspendu&nbsp;A,Lufterfrischer A,Deodorante per ambienti sospeso A,Aromatizador de ar suspenso A
FURNITURE_DESC_HANGING_CATHEAD,,,,,,,
FURNITURE_NAME_HANGING_AIRFRESHINER,Подвесной освежитель воздуха B,,Ambientador de techo B,Désodorisant suspendu&nbsp;B,Lufterfrischer B,Deodorante per ambienti sospeso B,Aromatizador de ar suspenso B
FURNITURE_DESC_HANGING_AIRFRESHINER,,,,,,,
FURNITURE_NAME_CEILING_FAN,Потолочный вентилятор,,Ventilador de techo,Ventilateur de plafond,Deckenventilator,Ventilatore da soffitto,Ventilador de teto
FURNITURE_DESC_CEILING_FAN,,,,,,,
FURNITURE_NAME_CEILING_DISCOBALL,Диско-шар,,Bola de espejos,Boule à facettes,Discokugel,Palla da discoteca,Globo de discoteca
FURNITURE_DESC_CEILING_DISCOBALL,,,,,,,
FURNITURE_NAME_CEILING_CAGE,Подвесная клетка,,Jaula de techo,Cage suspendue,Hängekäfig,Gabbia sospesa,Gaiola pendurada
FURNITURE_DESC_CEILING_CAGE,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK1,Красная Свеча А,,Vela roja A,Bougie rouge&nbsp;A,Rote Kerze A,Candela rossa A,Vela vermelha A
FURNITURE_DESC_SMALL_CANDLE_BLACK1,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK2,Красная Свеча Б,,Vela roja B,Bougie rouge&nbsp;B,Rote Kerze B,Candela rossa B,Vela vermelha B
FURNITURE_DESC_SMALL_CANDLE_BLACK2,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK3,Маленькая красная свеча А,,Vela roja pequeña A,Petite bougie rouge&nbsp;A,Kleine rote Kerze A,Candela rossa piccola A,Vela vermelha pequena A
FURNITURE_DESC_SMALL_CANDLE_BLACK3,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK4,Маленькая красная свеча B,,Vela roja pequeña B,Petite bougie rouge&nbsp;B,Kleine rote Kerze B,Candela rossa piccola B,Vela vermelha pequena B
FURNITURE_DESC_SMALL_CANDLE_BLACK4,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE1,Маленькая белая свеча А,,Vela blanca pequeña A,Petite bougie blanche&nbsp;A,Kleine weiße Kerze A,Candela bianca piccola A,Vela branca pequena A
FURNITURE_DESC_SMALL_CANDLE_WHITE1,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE2,Маленькая белая свеча B,,Vela blanca pequeña B,Petite bougie blanche&nbsp;B,Kleine weiße Kerze B,Candela bianca piccola B,Vela branca pequena B
FURNITURE_DESC_SMALL_CANDLE_WHITE2,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE3,Белая Свеча А,,Vela blanca A,Bougie blanche&nbsp;A,Weiße Kerze A,Candela bianca A,Vela branca A
FURNITURE_DESC_SMALL_CANDLE_WHITE3,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE4,Белая Свеча Б,,Vela blanca B,Bougie blanche&nbsp;B,Weiße Kerze B,Candela bianca B,Vela branca B
FURNITURE_DESC_SMALL_CANDLE_WHITE4,,,,,,,
FURNITURE_NAME_SMALL_VASE1,Маленькая Ваза А,,Jarrón pequeño A,Petit vase&nbsp;A,Kleine Vase A,Vaso piccolo A,Vaso pequeno A
FURNITURE_DESC_SMALL_VASE1,,,,,,,
FURNITURE_NAME_SMALL_VASE2,Маленькая Ваза Б,,Jarrón pequeño B,Petit vase&nbsp;B,Kleine Vase B,Vaso piccolo B,Vaso pequeno B
FURNITURE_DESC_SMALL_VASE2,,,,,,,
FURNITURE_NAME_SMALL_VASE3,Маленькая Ваза С,,Jarrón pequeño C,Petit vase&nbsp;C,Kleine Vase C,Vaso piccolo C,Vaso pequeno C
FURNITURE_DESC_SMALL_VASE3,,,,,,,
FURNITURE_NAME_SMALL_TRASH_EGGS,Яичная скорлупа,,Cáscaras de huevo,Coquilles d'œuf,Eierschalen,Gusci d'uovo,Cascas de ovo
FURNITURE_DESC_SMALL_TRASH_EGGS,,,,,,,
FURNITURE_NAME_SMALL_TRASH_APPLE,Яблоко Ядро,,Corazón de manzana,Trognon de pomme,Apfelkern,Torsolo di mela,Maçã comida
FURNITURE_DESC_SMALL_TRASH_APPLE,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BONE,Кость,,Hueso,Os,Knochen,Osso,Osso
FURNITURE_DESC_SMALL_TRASH_BONE,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BANANA,Банановая кожура,,Piel de plátano,Peau de banane,Bananenschale,Buccia di banana,Casca de banana
FURNITURE_DESC_SMALL_TRASH_BANANA,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CANS,Банки с газировкой,,Latas de refresco,Cannettes de soda,Limodosen,Lattine di bibite gassate,Latas de refrigerante
FURNITURE_DESC_SMALL_TRASH_CANS,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BREAD,Старый тост,,Tostada vieja,Vieille tartine,Alter Toast,Toast vecchio,Torrada velha
FURNITURE_DESC_SMALL_TRASH_BREAD,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CUP,Чашка супа,,Envase de sopa,Soupe instantanée,Suppenbecher,Bicchiere di zuppa,Sopa
FURNITURE_DESC_SMALL_TRASH_CUP,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CHEESE,Сыр,,Queso,Fromage,Käse,Formaggio,Queijo
FURNITURE_DESC_SMALL_TRASH_CHEESE,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BROKENBOTTLE,Маленькая разбитая бутылка,,Botella pequeña rota,Petite bouteille cassée,Kleine kaputte Flasche,Bottiglia rotta piccola,Garrafa quebrada pequena
FURNITURE_DESC_SMALL_TRASH_BROKENBOTTLE,,,,,,,
FURNITURE_NAME_SMALL_TRASH_MILK,Пустая коробка из-под молока,,Cartón de leche vacío,Brique de lait vide,Leere Milchpackung,Cartone del latte vuoto,Caixa de leite vazia
FURNITURE_DESC_SMALL_TRASH_MILK,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CAN2,Банка газировки,,Lata de refresco,Cannette de soda,Limodose,Lattina di bibita gassata,Lata de refrigerante
FURNITURE_DESC_SMALL_TRASH_CAN2,,,,,,,
FURNITURE_NAME_SMALL_MEDS_MYSTERYBOTTLE,Стеклянная бутылка,,Botella de cristal,Bouteille en verre,Glasflasche,Bottiglia di vetro,Garrafa de vidro
FURNITURE_DESC_SMALL_MEDS_MYSTERYBOTTLE,,,,,,,
FURNITURE_NAME_SMALL_MEDS_COUGHSYRUP,Сироп от кашля,,Jarabe antitusivo,Sirop pour la toux,Hustensaft,Sciroppo per la tosse,Xarope de tosse
FURNITURE_DESC_SMALL_MEDS_COUGHSYRUP,,,,,,,
FURNITURE_NAME_SMALL_MEDS_PILLS1,Бутылка для таблеток,,Bote de pastillas,Flacon de pilules,Pillendose,Flacone di pillole,Frasco de pílulas
FURNITURE_DESC_SMALL_MEDS_PILLS1,,,,,,,
FURNITURE_NAME_SMALL_MEDS_PILLS2,Маленькая бутылочка для таблеток,,Bote pequeño de pastillas,Petit flacon de pilules,Kleine Pillendose,Flaconcino di pillole,Frasco de pílulas pequena
FURNITURE_DESC_SMALL_MEDS_PILLS2,,,,,,,
FURNITURE_NAME_SMALL_MEDS_MYSTERY2,Тайная медицина,,Medicina misteriosa,Médicament mystère,Mysteriöse Medizin,Medicina misteriosa,Remédio misterioso
FURNITURE_DESC_SMALL_MEDS_MYSTERY2,,,,,,,
FURNITURE_NAME_SMALL_MEDS_FISHOIL,Рыбий жир,,Aceite de pescado,Huile de poisson,Fischöl,Olio di pesce,Óleo de peixe
FURNITURE_DESC_SMALL_MEDS_FISHOIL,,,,,,,
FURNITURE_NAME_SMALL_MEDS_CATHEARTS,Банка кошачьих сердец,,Lata de corazones de gato,Boîte de cœurs de chat,Dose mit Katzenherzen,Lattina di cuori di gatto,Lata de corações de gato
FURNITURE_DESC_SMALL_MEDS_CATHEARTS,,,,,,,
FURNITURE_NAME_SMALL_BOTTLE_EMPTY,Пустая бутылка,,Botella vacía,Bouteille vide,Leere Flasche,Bottiglia vuota,Garrafa vazia
FURNITURE_DESC_SMALL_BOTTLE_EMPTY,,,,,,,
FURNITURE_NAME_SMALL_BOTTLE_FULL,Бутылка,,Botella,Bouteille,Flasche,Bottiglia,Garrafa
FURNITURE_DESC_SMALL_BOTTLE_FULL,,,,,,,
FURNITURE_NAME_SMALL_BOTTLE_2BOTTLES,Светящаяся бутылка,,Botella resplandeciente,Bouteille lumineuse,Leuchtende Flasche,Bottiglia luminescente,Garrafa brilhante
FURNITURE_DESC_SMALL_BOTTLE_2BOTTLES,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_DARKCAT,Базовый кошачий боббл,,Muñeco de gato básico,Figurine bobble chat de base,Katzenwackelkopf,Bobblehead gatto base,Bobblehead de gato básico
FURNITURE_DESC_SMALL_BOBBLE_DARKCAT,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_GUPPY,Гуппи Кот Боббл,,Muñeco de Guppy,Figurine bobble chat guppy,Guppy Katzenwackelkopf,Bobblehead gatto Guppy,Bobblehead de gato guppy
FURNITURE_DESC_SMALL_BOBBLE_GUPPY,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_MAD,Злой Кот Боббл,,Muñeco de gato enfadado,Figurine bobble chat fâché,Wütender Katzenwackelkopf,Bobblehead gatto arrabbiato,Bobblehead de gato irritado
FURNITURE_DESC_SMALL_BOBBLE_MAD,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_MONEY,Счастливый Кот Боббл,,Muñeco de gato afortunado,Figurine bobble chat chanceux,Glücklicher Katzenwackelkopf,Bobblehead gatto fortunato,Bobblehead de gato da sorte
FURNITURE_DESC_SMALL_BOBBLE_MONEY,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_HAPPY,Счастливый Кот Боббл,,Muñeco de gato feliz,Figurine bobble chat heureux,Fröhlicher Katzenwackelkopf,Bobblehead gatto felice,Bobblehead de gato feliz
FURNITURE_DESC_SMALL_BOBBLE_HAPPY,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_DAN,Synj Cat Bobble,,Muñeco de Synj,Figurine bobble chat Synj,Synj-Wackelkopf,Bobblehead gatto Synj,Bobblehead de gato synj
FURNITURE_DESC_SMALL_BOBBLE_DAN,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_ZOMBIE,Зомби Кот Боббл,,Muñeco de gatozombi,Figurine bobble chat zombie,Zombie-Katzenwackelkopf,Bobblehead gatto zombie,Bobblehead de gato zumbi
FURNITURE_DESC_SMALL_BOBBLE_ZOMBIE,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_GRUMP,Раздражительный кошачий шарик,,Muñeco gato irascible,Figurine bobble chat grognon,Genervter Katzenwackelkopf,Bobblehead gatto irritabile,Bobblehead de gato irritável
FURNITURE_DESC_SMALL_BOBBLE_GRUMP,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_ALONE,Одинокий кот Боббл,,Muñeco de gato solitario,Figurine bobble chat solitaire,Einsame Katze Wackelkopf,Bobblehead gatto solitario,Bobblehead de gato solitário
FURNITURE_DESC_SMALL_BOBBLE_ALONE,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_SPOTS,Пятнистый кот Боббл,,Muñeco de gato moteado,Figurine bobble chat à pois,Gefleckter Katzenwackelkopf,Bobblehead gatto maculato,Bobblehead de gato pintado
FURNITURE_DESC_SMALL_BOBBLE_SPOTS,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_DEVIL,Дьявольский кот Боббл,,Muñeco de gato diabólico,Figurine bobble chat démoniaque,Teufel-Katzenwackelkopf,Bobblehead gatto demone,Bobblehead de gato demoníaco
FURNITURE_DESC_SMALL_BOBBLE_DEVIL,,,,,,,
FURNITURE_NAME_SMALL_LAB_TANK1,Лабораторный резервуар А,,Tanque de laboratorio A,Réservoir de labo&nbsp;A,Labortank A,Serbatoio da laboratorio A,Tanque de laboratório A
FURNITURE_DESC_SMALL_LAB_TANK1,,,,,,,
FURNITURE_NAME_SMALL_LAB_TANK2,Лабораторный резервуар Б,,Tanque de laboratorio B,Réservoir de labo&nbsp;B,Labortank B,Serbatoio da laboratorio B,Tanque de laboratório B
FURNITURE_DESC_SMALL_LAB_TANK2,,,,,,,
FURNITURE_NAME_SMALL_LAB_JUG1,Лабораторный кувшин А,,Frasco de laboratorio A,Pot de labo&nbsp;A,Laborkrug A,Brocca da laboratorio A,Vidro de laboratório A
FURNITURE_DESC_SMALL_LAB_JUG1,,,,,,,
FURNITURE_NAME_SMALL_LAB_JUG2,Лабораторный кувшин Б,,Frasco de laboratorio B,Pot de labo&nbsp;B,Laborkrug B,Brocca da laboratorio B,Vidro de laboratório B
FURNITURE_DESC_SMALL_LAB_JUG2,,,,,,,
FURNITURE_NAME_SMALL_LAB_JUG3,Кувшин для отбеливателя,,Bote de lejía,Bouteille de javel,Krug mit Bleiche,Brocca di candeggina,Vidro de água sanitária
FURNITURE_DESC_SMALL_LAB_JUG3,,,,,,,
FURNITURE_NAME_SMALL_LAB_TESTTUBE,Пробирка,,Tubo de ensayo,Tube à essai,Reagenzglas,Provetta,Tubo de ensaio
FURNITURE_DESC_SMALL_LAB_TESTTUBE,,,,,,,
FURNITURE_NAME_SMALL_LAB_TESTTUBE2,Пробирки,,Tubos de ensayo,Tubes à essai,Reagenzgläser,Provette,Tubos de ensaio
FURNITURE_DESC_SMALL_LAB_TESTTUBE2,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK,Кипящая колба,,Matraz de bola,Ballon d'ébullition,Kochkolben,Beuta da ebollizione,Balão de ebulição
FURNITURE_DESC_SMALL_LAB_FLASK,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK2,Колба Эрленмейера,,Matraz Erlenmeyer,Vase d'Erlenmeyer,Erlenmeyerkolben,Beuta di Erlenmeyer,Frasco Erlenmeyer
FURNITURE_DESC_SMALL_LAB_FLASK2,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK3,Маленький стакан,,Matraz pequeño,Petit bécher,Kleines Becherglas,Becher piccolo,Béquer pequeno
FURNITURE_DESC_SMALL_LAB_FLASK3,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK4,Круглодонная колба,,Matraz de destilación,Ballon à fond rond,Kolben,Beuta a fondo tondo,Balão de fundo redondo
FURNITURE_DESC_SMALL_LAB_FLASK4,,,,,,,
FURNITURE_NAME_SMALL_FOOD_ROOT,Корень мандрагоры,,Raíz de mandrágora,Racine de mandragore,Alraunwurzel,Radice di mandragora,Raiz de mandrágora
FURNITURE_DESC_SMALL_FOOD_ROOT,,,,,,,
FURNITURE_NAME_SMALL_FOOD_LEMON,Лимон,,Limón,Citron,Zitrone,Limone,Limão
FURNITURE_DESC_SMALL_FOOD_LEMON,,,,,,,
FURNITURE_NAME_SMALL_FOOD_ORANGE,Оранжевый,,Naranja,Orange,Orange,Arancia,Laranja
FURNITURE_DESC_SMALL_FOOD_ORANGE,,,,,,,
FURNITURE_NAME_SMALL_FOOD_RADISH,Редис,,Rábano,Radis,Radieschen,Ravanello,Rabanete
FURNITURE_DESC_SMALL_FOOD_RADISH,,,,,,,
FURNITURE_NAME_SMALL_FOOD_ONION,Лук,,Cebolla,Oignon,Zwiebel,Cipolla,Cebola
FURNITURE_DESC_SMALL_FOOD_ONION,,,,,,,
FURNITURE_NAME_SMALL_FOOD_APPLE,Яблоко,,Manzana,Pomme,Apfel,Mela,Maçã
FURNITURE_DESC_SMALL_FOOD_APPLE,,,,,,,
FURNITURE_NAME_SMALL_FOOD_SQUASH,Давить,,Calabacín,Courge,Kürbis,Zucca,Jerimum
FURNITURE_DESC_SMALL_FOOD_SQUASH,,,,,,,
FURNITURE_NAME_SMALL_FOOD_EGGPLANT,Баклажан,,Berenjena,Aubergine,Aubergine,Melanzana,Beringela
FURNITURE_DESC_SMALL_FOOD_EGGPLANT,,,,,,,
FURNITURE_NAME_SMALL_FOOD_BROCCOLI,Брокколи,,Brócoli,Brocoli,Brokkoli,Broccolo,Brócolis
FURNITURE_DESC_SMALL_FOOD_BROCCOLI,,,,,,,
FURNITURE_NAME_SMALL_FOOD_PUMPKIN,Тыква,,Calabaza,Citrouille,Kürbis,Zucca,Abóbora
FURNITURE_DESC_SMALL_FOOD_PUMPKIN,,,,,,,
FURNITURE_NAME_SMALL_FOOD_PINEAPPLE,Ананас,,Piña,Ananas,Ananas,Ananas,Abacaxi
FURNITURE_DESC_SMALL_FOOD_PINEAPPLE,,,,,,,
FURNITURE_NAME_SMALL_FOOD_POTATO,Картошка,,Patata,Pomme de terre,Kartoffel,Patata,Batata
FURNITURE_DESC_SMALL_FOOD_POTATO,,,,,,,
FURNITURE_NAME_SMALL_DOLL_STACY,Стейси плюш,,Peluche de Stacy,Peluche Stacy,Stacy-Plüschtier,Peluche di Stacy,Pelúcia Stacy
FURNITURE_DESC_SMALL_DOLL_STACY,,,,,,,
FURNITURE_NAME_SMALL_DOLL_AETHER,Эфир плюш,,Peluche etéreo,Peluche Aether,Aether-Plüschtier,Peluche di Aether,Pelúcia Aether
FURNITURE_DESC_SMALL_DOLL_AETHER,,,,,,,
FURNITURE_NAME_SMALL_DOLL_DUKE,Герцог Мух Плюшевый,,Peluche del duque de las moscas,Peluche Duc des Mouches,Herzog der Fliegen-Plüschtier,Peluche del Duca delle Mosche,Pelúcia Duque das Moscas
FURNITURE_DESC_SMALL_DOLL_DUKE,,,,,,,
FURNITURE_NAME_SMALL_DOLL_GUPPY,Гуппи Плюшевые,,Peluche de Guppy,Peluche Guppy,Guppy-Plüschtier,Peluche di Guppy,Pelúcia Guppy
FURNITURE_DESC_SMALL_DOLL_GUPPY,,,,,,,
FURNITURE_NAME_SMALL_DOLL_GISH,Гиш плюш,,Peluche de Gish,Peluche Gish,Gish-Plüschtier,Peluche di Gish,Pelúcia Gish
FURNITURE_DESC_SMALL_DOLL_GISH,,,,,,,
FURNITURE_NAME_SMALL_DOLL_ISAAC,Исаак плюш,,Peluche de Isaac,Peluche Isaac,Isaac-Plüschtier,Peluche di Isaac,Pelúcia Isaac
FURNITURE_DESC_SMALL_DOLL_ISAAC,,,,,,,
FURNITURE_NAME_SMALL_DOLL_STEVEN,Стивен Плюш,,Peluche de Steven,Peluche Steven,Steven-Plüschtier,Peluche di Steven,Pelúcia Steven
FURNITURE_DESC_SMALL_DOLL_STEVEN,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_GAMESYSTEM,Игровая система,,Videoconsola,Console de jeu,Spielkonsole,Console di gioco,Console
FURNITURE_DESC_SMALL_ELECTRONICS_GAMESYSTEM,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_GAMEPAD,Геймпад,,Mando,Manette,Controller,Controller,Controle
FURNITURE_DESC_SMALL_ELECTRONICS_GAMEPAD,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_SPEAKER,Маленький динамик,,Altavoz pequeño,Petite enceinte,Kleiner Lautsprecher,Altoparlante piccolo,Alto-falante pequeno
FURNITURE_DESC_SMALL_ELECTRONICS_SPEAKER,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_MOUSE,Мышь,,Ratón,Souris,Maus,Mouse,Mouse
FURNITURE_DESC_SMALL_ELECTRONICS_MOUSE,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE1,Ретро-телефон А,,Teléfono retro A,Téléphone rétro&nbsp;A,Retrotelefon A,Telefono rétro A,Telefone retrô A
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE1,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE2,Поворотный телефон B,,Teléfono con disco B,Téléphone à cadran&nbsp;B,Drehscheibentelefon B,Telefono a disco B,Telefone de disco B
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE2,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE3,Поворотный телефон C,,Teléfono con disco C,Téléphone à cadran&nbsp;C,Drehscheibentelefon C,Telefono a disco C,Telefone de disco C
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE3,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE,Антикварный телефон А,,Teléfono antiguo A,Téléphone antique&nbsp;A,Antikes Telefon A,Telefono antico A,Telefone antigo A
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE2,Антикварный телефон Б,,Teléfono antiguo B,Téléphone antique&nbsp;B,Antikes Telefon B,Telefono antico B,Telefone antigo B
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE2,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE3,Антикварный телефон C,,Teléfono antiguo C,Téléphone antique&nbsp;C,Antikes Telefon C,Telefono antico C,Telefone antigo C
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE3,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_LIPPHONE,Губы Телефон,,Teléfono de labios,Téléphone lèvres,Lippentelefon,Telefono a forma di labbra,Telefone de lábios
FURNITURE_DESC_SMALL_ELECTRONICS_LIPPHONE,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_DUCKPHONE,Утиный телефон,,Teléfono de pato,Téléphone canard,Ententelefon,Telefono a forma di anatra,Telefone de pato
FURNITURE_DESC_SMALL_ELECTRONICS_DUCKPHONE,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_CELLPHONE,Мобильный телефон 90-х годов,,Móvil noventero,Portable des années&nbsp;90,90er-Handy,Cellulare anni '90,Celular dos anos 90
FURNITURE_DESC_SMALL_ELECTRONICS_CELLPHONE,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_HANDRADIO,Ретро ручное радио,,Transistor retro,Radio portative rétro,Retro-Handradio,Radio portatile rétro,Rádio portátil retrô
FURNITURE_DESC_SMALL_ELECTRONICS_HANDRADIO,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_HANDRADIO2,Антикварное ручное радио,,Transistor antiguo,Radio portative antique,Antikes Handradio,Radio portatile antica,Rádio portátil antigo
FURNITURE_DESC_SMALL_ELECTRONICS_HANDRADIO2,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_WALKYTALKY,Рация,,Walkie-talkie,Talkie-walkie,Walkie-Talkie,Walkie-talkie,Walkie-Talkie
FURNITURE_DESC_SMALL_ELECTRONICS_WALKYTALKY,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_BRAIN,Мозг Глорга,,Sesos de Glorg,Cerveau de Glorg,Glorgs Gehirn,Cervello di Glorg,Cérebro de Glorg
FURNITURE_DESC_SMALL_ELECTRONICS_BRAIN,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_MYSTERIOUSSKULL,Эфирный череп,,Calavera etérea,Crâne éthéré,Ätherischer Schädel,Teschio etereo,Crânio etéreo
FURNITURE_DESC_SMALL_ELECTRONICS_MYSTERIOUSSKULL,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_MOON,Маленький астероид,,Asteroide pequeño,Petit astéroïde,Kleiner Asteroid,Asteroide piccolo,Asteroide pequeno
FURNITURE_DESC_SMALL_ELECTRONICS_MOON,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OOZE,Канистра с слизью,,Tubo de cieno,Récipient de boue visqueuse,Schleimkanne,Contenitore di melma,Recipiente de exsudação
FURNITURE_DESC_SMALL_ELECTRONICS_OOZE,,,,,,,
FURNITURE_NAME_SMALL_JAR_DISEASES,Банка болезней,,Tarro con virus,Bocal de maladies,Glas voller Krankheitserreger,Barattolo di malattie,Pote de doenças
FURNITURE_DESC_SMALL_JAR_DISEASES,,,,,,,
FURNITURE_NAME_SMALL_JAR_EYEBALLS,Банка с глазными яблоками,,Tarro con ojos,Bocal de globes oculaires,Glas voller Augen,Barattolo di bulbi oculari,Pote de olhos
FURNITURE_DESC_SMALL_JAR_EYEBALLS,,,,,,,
FURNITURE_NAME_SMALL_JAR_HEART,Сердце в банке,,Corazón en un tarro,Cœur en bocal,Herz im Glas,Cuore in barattolo,Coração no pote
FURNITURE_DESC_SMALL_JAR_HEART,,,,,,,
FURNITURE_NAME_SMALL_JAR_SPIDER,Папочка с длинными ногами,,Araña patilarga,Bocal d'araignées,Weberknecht,Daddy Long Legs,Aranhiço
FURNITURE_DESC_SMALL_JAR_SPIDER,,,,,,,
FURNITURE_NAME_SMALL_JAR_FISH,Банка гуппи,,Tarro con pececillos,Bocal de guppys,Glas mit Guppies,Barattolo di Guppy,Pote de guppies
FURNITURE_DESC_SMALL_JAR_FISH,,,,,,,
FURNITURE_NAME_SMALL_JAR_FLYS,Банка с мухами,,Tarro con moscas,Bocal de mouches,Glas mit Fliegen,Barattolo di mosche,Pote de moscas
FURNITURE_DESC_SMALL_JAR_FLYS,,,,,,,
FURNITURE_NAME_SMALL_JAR_FAIRY,Фея в банке,,Hada en un tarro,Fée en bocal,Fee im Glas,Fata in barattolo,Fada no pote
FURNITURE_DESC_SMALL_JAR_FAIRY,,,,,,,
FURNITURE_NAME_SMALL_JAR_COINS,Банка Пенни,,Tarro con peniques,Bocal de centimes,Glas mit Münzen,Barattolo di penny,Pote de moedas
FURNITURE_DESC_SMALL_JAR_COINS,,,,,,,
FURNITURE_NAME_SMALL_JAR_NAILS,Банка с гвоздями,,Tarro con clavos,Bocal d'ongles,Glas mit Nägeln,Barattolo di chiodi,Pote de pregos
FURNITURE_DESC_SMALL_JAR_NAILS,,,,,,,
FURNITURE_NAME_SMALL_JAR_GHOST,Чернильный,,Oscurita,Inky,Inky,Inchiostrello,Inky
FURNITURE_DESC_SMALL_JAR_GHOST,,,,,,,
FURNITURE_NAME_SMALL_JAR_EMPTY,Мейсон Джар,,Tarro de conserva,Bocal de conserve,Einmachglas,Barattolo per cibo,Pote de construção
FURNITURE_DESC_SMALL_JAR_EMPTY,,,,,,,
FURNITURE_NAME_SMALL_JAR_EMPTY2,Медицинская банка,,Tarro médico,Bocal médical,Medizinglas,Barattolo medico,Pote médico
FURNITURE_DESC_SMALL_JAR_EMPTY2,,,,,,,
FURNITURE_NAME_SMALL_JAR_EMPTY3,Пинтовая банка,,Tarro de cristal,Pinte,Großes Glas,Barattolo di vetro,Pote de meio litro
FURNITURE_DESC_SMALL_JAR_EMPTY3,,,,,,,
FURNITURE_NAME_SMALL_GEM,Маленький драгоценный камень,,Gema pequeña,Petite gemme,Kleiner Edelstein,Gemma piccola,Gema pequena
FURNITURE_DESC_SMALL_GEM,,,,,,,
FURNITURE_NAME_SMALL_LOTION,Лосьон,,Loción,Lotion,Creme,Lozione,Loção
FURNITURE_DESC_SMALL_LOTION,,,,,,,
FURNITURE_NAME_SMALL_TISSUES,Ткани,,Pañuelos,Mouchoirs,Taschentücher,Fazzoletti,Lenços
FURNITURE_DESC_SMALL_TISSUES,,,,,,,
FURNITURE_NAME_SMALL_PICTURE_SPOON,Маленькая фоторамка А,,Marco pequeño A,Petit cadre photo&nbsp;A,Kleiner Bilderrahmen A,Cornice piccola A,Moldura pequena A
FURNITURE_DESC_SMALL_PICTURE_SPOON,,,,,,,
FURNITURE_NAME_SMALL_PICTURE_CAT,Маленькая фоторамка B,,Marco pequeño B,Petit cadre photo&nbsp;B,Kleiner Bilderrahmen B,Cornice piccola B,Moldura pequena B
FURNITURE_DESC_SMALL_PICTURE_CAT,,,,,,,
