KEY,en,notes,sp,fr,de,it,pt-br
ITEM_BOTTLESOFBLOOD_DESC,Действие: Навесная атака,,Uso: Lanza un ataque en arco que crea casillas de cristales en un área.,Utilisation&nbsp;: une attaque en cloche qui fait apparaître des cases de verre.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und Scherbenfeld in einem bestimmten Bereich erschafft.",Uso: Un attacco a parabola che genera caselle di vetro in un'area.,Uso: um ataque em arco que cria espaços de vidro em uma área.
ITEM_BRICKS_NAME,Кирпичи,,Ladrillos,Briques,Ziegel,Mattoni,Tijolos
ITEM_BRICKS_DESC,"Действие: Навесная атака, наносящая оглушение.
[s:.7](Одноразовое в бою.)[/s]",,"Uso: Lanza un ataque en arco que aturde.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: une attaque en cloche qui inflige Étourdissement.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Ein Angriff, der Hindernisse ignoriert und Betäubung verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Un attacco a parabola che infligge Stordimento.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: um ataque em arco que aplica atordoamento.
[s:.7](Um uso por batalha.)[/s]"
ITEM_BUCKETOFACID_NAME,Пузырёк кислоты,,Vial de ácido,Flacon d'acide,Säureflasche,Fiala di Acido,Frasco de Ácido
ITEM_BUCKETOFACID_DESC,Действие: Ближняя атака со случайными эффектами состояний.,,Uso: Lanza un ataque cuerpo a cuerpo que inflige efectos de estado al azar.,Utilisation&nbsp;: une attaque au corps-à-corps qui inflige des altérations d'état aléatoires.,"Benutzen: Ein Nahkampfangriff, der zufällige Statuseffekte verursacht.",Uso: Un attacco corpo a corpo che infligge effetti di stato casuali.,Uso: um ataque corpo-a-corpo que aplica efeitos de estado aleatórios.
ITEM_BUCKETOFBLOOD_NAME,Ведро крови,,Cubo de sangre,Seau de sang,Eimer mit Blut,Secchio di Sangue,Balde de Sangue
ITEM_BUCKETOFBLOOD_DESC,"Действие: Получить +2 [img:con] и -1 [img:spd], затем исцелить 4 ОЗ.",,"Uso: Obtiene +2 [img:con] y -1 [img:spd], luego recupera 4 PS.","Utilisation&nbsp;: [img:con] +2&nbsp;et [img:spd] -1, puis vous récupérez 4&nbsp;PV.",Benutzen: Erhalte +2&nbsp;[img:con] und -1&nbsp;[img:spd]. Heile dich anschließend um 4&nbsp;LP.,"Uso: Ottieni +2 alla [img:con] e -1 alla [img:spd], poi recuperi 4 PS.","Uso: obtenha +2 de [img:con] e -1 de [img:spd], e então cure 4 PV."
ITEM_BUCKETOFLARD_NAME,Ведро жира,,Cubo de sebo,Seau de saindoux,Eimer mit Fett,Secchio di Lardo,Balde de Banha
ITEM_BUCKETOFLARD_DESC,"Действие: Получить +2 [img:con] и -1 [img:spd], затем исцелить 4 ОЗ.",,"Uso: Obtiene +2 [img:con] y -1 [img:spd], luego recupera 4 PS.","Utilisation&nbsp;: [img:con] +2&nbsp;et [img:spd] -1, puis vous récupérez 4&nbsp;PV.",Benutzen: Erhalte +2&nbsp;[img:con] und -1&nbsp;[img:spd]. Heile dich anschließend um 4&nbsp;LP.,"Uso: Ottieni +2 alla [img:con] e -1 alla [img:spd], poi recuperi 4 PS.","Uso: obtenha +2 de [img:con] e -1 de [img:spd], e então cure 4 PV."
ITEM_BUG_NAME,Баг,,Bicho,Insecte,Käfer,Insetto,Inseto
ITEM_BUG_DESC,"Базовая атака становится Метрономом.
Действие: Применить случайное заклинание.",,"El ataque básico es Metrónomo.
Uso: Lanza un hechizo al azar.","Votre attaque de base est Métronome.
Utilisation&nbsp;: lance un sort aléatoire.","Dein Grundangriff wird zu Metronom.
Benutzen: Wirke einen zufälligen Zauber.","Il tuo attacco base è Metronomo.
Uso: Lanci un incantesimo casuale.","Seu ataque básico se torna Metrônomo.
Uso: lance um encantamento aleatório."
ITEM_BUNGASBONE_NAME,Кость Бунги,,Hueso de Bunga,Os de Bunga,Bungas Knochen,Osso di Bunga,Osso de Bunga
ITEM_BUNGASBONE_DESC,Действие: Ближняя атака с отбрасыванием 5.,,Uso: Lanza un ataque cuerpo a cuerpo con 5 de retroceso.,Utilisation&nbsp;: une attaque au corps-à-corps avec Recul +5.,Benutzen: Ein Nahkampfangriff mit Rückstoß&nbsp;5.,Uso: Un attacco corpo a corpo con Contraccolpo 5.,Uso: um ataque corpo-a-corpo com empurrão 5.
ITEM_BURNINGCOAL_NAME,Горящие угли,,Ascuas ardientes,Charbons ardents,Glühende Kohlen,Carboni Ardenti,Carvões em Brasa
ITEM_BURNINGCOAL_DESC,"Действие: Навесная атака, наносящая ожог 2 и +2 [img:spd].
Пассивное: Получать ожог 1 и +2 [img:spd] в начале каждого хода.",,"Uso: Lanza un ataque en arco que inflige 2 de quemadura y +2 [img:spd].
Pasiva: Obtiene 1 de quemadura y +2 [img:spd] al inicio de cada turno.","Utilisation&nbsp;: une attaque en cloche qui inflige Brûlure +2&nbsp;et [img:spd] +2.
Passif&nbsp;: vous recevez Brûlure +1&nbsp;et [img:spd] +2&nbsp;au début de chaque tour.","Benutzen: Ein Angriff, der Hindernisse ignoriert, Verbrennung&nbsp;2 verursacht und +2&nbsp;[img:spd] verleiht.
Passiveffekt: Erhalte am Anfang jedes Zuges Verbrennung&nbsp;1 und +2&nbsp;[img:spd].","Uso: Un attacco a parabola che infligge Bruciatura 2 e +2 alla [img:spd].
Abilità Passiva: Ottieni Bruciatura 1 e +2 alla [img:spd] all'inizio di ogni turno.","Uso: um ataque em arco que aplica queimadura 2 e +2 de [img:spd].
Passivo: obtenha queimadura 1 e +2 de [img:spd] no início de cada turno."
ITEM_BUTCHERSCLEAVER_NAME,Тесак мясника,,Macheta de carnicero,Fendoir du barbare,Fleischermesser,Mannaia del Macellaio,Cutelo de Açougueiro
ITEM_BUTCHERSCLEAVER_DESC,"Действие: Ближняя атака с рассечением, бьющая по диагонали.",,Uso: Lanza un ataque cuerpo a cuerpo con incisión que golpea en diagonal.,Utilisation&nbsp;: une attaque au corps-à-corps infligeant Fendoir pouvant toucher en diagonale.,"Benutzen: Ein Nahkampfangriff, der Schlachten und diagonal treffen kann.",Uso: Un attacco corpo a corpo con Fendente che può colpire in diagonale.,Uso: um ataque corpo-a-corpo com cisão que pode golpear diagonalmente.
ITEM_BUTTERFLYKNIFE_NAME,Нож-бабочка,,Navaja de abanico,Couteau papillon,Butterflymesser,Coltello a Farfalla,Faca Borboleta
ITEM_BUTTERFLYKNIFE_DESC,"Действие: Многоударная ближняя атака, наносящая кровотечение.
[s:.7](Одноразовое в бою.)[/s]",,"Uso: Lanza un ataque cuerpo a cuerpo que golpea varias veces y que inflige hemorragia.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: une attaque multiple au corps-à-corps qui inflige Saignement.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Ein mehrfach treffender Nahkampfangriff, der Blutung verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Un attacco corpo a corpo multi-colpo che infligge Sanguinamento.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: um ataque corpo-a-corpo multigolpes que aplica sangramento.
[s:.7](Um uso por batalha.)[/s]"
ITEM_CARBATTERY_NAME,Автоаккумулятор,,Batería de coche,Batterie de voiture,Autobatterie,Batteria per Auto,Bateria de Carro
ITEM_CARBATTERY_DESC,Действие: Электрическая ближняя атака с 50% шансом перескочить на другого врага в пределах 3 клеток. Можно использовать только при полной мане.,,Uso: Lanza un ataque eléctrico cuerpo a cuerpo con un 50 % de probabilidad de encadenarse con otro enemigo en un radio de 3 casillas. Solo puede usarse con el maná a tope.,Utilisation&nbsp;: une attaque au corps-à-corps électrique ayant 50&nbsp;% de chances de se propager à un autre ennemi dans un rayon de 3&nbsp;cases. Ne peut être utilisée qu'avec une barre de mana pleine.,"Benutzen: Ein elektrischer Nahkampfangriff, der mit 50%iger Wahrscheinlichkeit auf einen weiteren Gegner innerhalb von 3&nbsp;Feldern überspringt. Kann nur mit vollem Mana benutzt werden.",Uso: Un attacco corpo a corpo elettrico che ha un 50% di probabilità di concatenarsi a un altro nemico entro 3 caselle. Può essere usato solo quando si ha il mana al massimo.,Uso: um ataque corpo-a-corpo elétrico com 50% de chance de ser encadeado a outro inimigo dentro de 3 espaços de distância. Só pode ser utilizado com mana completa.
ITEM_CATPAW_NAME,Кошачья лапа,,Pata de gato,Patoune de chat,Katzenpfote,Zampa di Gatto,Pata de Gato
ITEM_CATPAW_DESC,Действие: Ближняя атака с 25% шансом восстановить заряд при использовании.,,Uso: Lanza un ataque cuerpo a cuerpo con un 25 % de probabilidad de restaurarse al usarla.,Utilisation&nbsp;: une attaque au corps-à-corps ayant 25&nbsp;% de chances de se réinitialiser après utilisation.,"Benutzen: Ein Nahkampfangriff, der sich mit 25%iger Wahrscheinlichkeit selbst auffrischt.",Uso: Un attacco corpo a corpo che ha un 25% di probabilità di rigenerarsi quando viene usato.,Uso: um ataque corpo-a-corpo com 25% de chance de se reiniciar ao ser utilizado.
ITEM_CHAINSAW_NAME,Бензопила,,Motosierra,Tronçonneuse,Kettensäge,Motosega,Serra Elétrica
ITEM_CHAINSAW_DESC,"Действие: Многоударная ближняя атака с 25% шансом рассечения.
[s:.7](Одноразовое в бою.)[/s]
Пассивное: +2 шипы.",,"Uso: Lanza un ataque cuerpo a cuerpo que golpea varias veces con un 25 % de probabilidad de infligir incisión.
[s:.7](Disponible una vez por combate).[/s]
Pasiva: +2 de espinas.","Utilisation&nbsp;: une attaque multiple au corps-à-corps avec 25&nbsp;% de chances d'infliger Fendoir.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]
Passif&nbsp;: Épines +2.","Benutzen: Ein mehrfach treffender Nahkampfangriff, der mit 25%iger Wahrscheinlichkeit schlachtet.
[s:.7](Einmal pro Kampf verwendbar.)[/s]
Passiveffekt: +2 Dornen.","Uso: Un attacco corpo a corpo multi-colpo con il 25% di probabilità di essere Fendente.
[s:.7](Utilizzabile una volta per battaglia.)[/s]
Abilità Passiva: +2 Spine.","Uso: um ataque corpo-a-corpo multigolpes com 25% de chance de causar cisão.
[s:.7](Um uso por batalha.)[/s]
Passivo: +2 de espinhos."
ITEM_CHEESE_NAME,Сыр,,Queso,Fromage,Käse,Formaggio,Queijo
ITEM_CHEESE_DESC,Действие: Получить +1 [img:con] и исцелить 2 ОЗ.,,Uso: Obtiene +1 [img:con] y recupera 2 PS.,Utilisation&nbsp;: [img:con] +1&nbsp;et vous récupérez 2&nbsp;PV.,Benutzen: Erhalte +1&nbsp;[img:con] und heile 2&nbsp;LP.,Uso: Ottieni +1 alla [img:con] e rigeneri 2 PS.,Uso: obtenha +1 de [img:con] e cure 2 PV.
ITEM_CHUMBUCKET_NAME,Ведро наживки,,Cubo de cebo,Seau d'asticots,Ködereimer,Secchio di Pastura,Balde de Restos
ITEM_CHUMBUCKET_DESC,Действие: Навесная атака,,Uso: Lanza un ataque en arco que crea un charco de líquido tóxico.,Utilisation&nbsp;: une attaque en cloche qui génère une flaque de substance visqueuse.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und eine Ekelschleimpfütze erzeugt.",Uso: Un attacco a parabola che crea una pozza di melma.,Uso: um ataque em arco que cria uma poça de gosma.
ITEM_CREEPYPHOTO_NAME,Жуткое фото,,Foto espantosa,Photo flippante,Gruseliges Foto,Foto Inquietante,Foto Assustadora
ITEM_CREEPYPHOTO_DESC,"Действие: Ближняя атака, наносящая страх 1.
[s:.7](Одноразовое в бою.)[/s]",,"Uso: Lanza un ataque cuerpo a cuerpo que inflige 1 de miedo.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: une attaque au corps-à-corps qui inflige Trouille 1.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Ein Nahkampfangriff, der Angst&nbsp;1 verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Un attacco corpo a corpo che infligge Paura 1.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: um ataque corpo-a-corpo que aplica medo 1.
[s:.7](Um uso por batalha.)[/s]"
ITEM_CRISPPAPER_NAME,Острая бумага,,Papel crujiente,Papier-rasoir,Scharfes Papier,Carta Tagliente,Papel Ressecado
ITEM_CRISPPAPER_DESC,"Действие: Дальняя атака, наносящая кровотечение 3.
[s:.7](Одноразовое в бою.)[/s]",,"Uso: Lanza un ataque a distancia que inflige +3 de hemorragia.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: une attaque à distance qui inflige Saignement +3.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Ein Fernkampfangriff, der Blutung&nbsp;3 verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Un attacco a distanza che infligge Sanguinamento 3.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: um ataque à distância que aplica sangramento 3.
[s:.7](Um uso por batalha.)[/s]"
ITEM_CROSSBOW_NAME,Арбалет,,Ballesta,Arbalète,Armbrust,Balestra,Besta
ITEM_CROSSBOW_DESC,"Действие: Дальняя атака, игнорирующая щит и наносящая кровотечение 1.",,Uso: Lanza un ataque a distancia que ignora el escudo e inflige 1 de hemorragia.,Utilisation&nbsp;: une attaque à distance qui ignore la défense et inflige Saignement 1.,"Benutzen: Ein Fernkampfangriff, der Schilde ignoriert und Blutung&nbsp;1 verursacht.",Uso: Un attacco a distanza che ignora lo scudo e infligge Sanguinamento 1.,Uso: um ataque à distância que ignora escudos e aplica sangramento 1.
ITEM_CROWBAR_NAME,Монтировка,,Palanqueta,Pied-de-biche,Brechstange,Piede di Porco,Pé de Cabra
ITEM_CROWBAR_DESC,"Действие: Ближняя атака, разбивающая мусорные мешки и ящики, разбрасывая дополнительные подбираемые предметы.",,Uso: Lanza un ataque cuerpo a cuerpo que destroza los contenedores y las bolsas de basura y genera recogibles extras.,"Utilisation&nbsp;: une attaque au corps-à-corps qui détruit les sacs-poubelle et les caisses, dispersant des ressources.","Benutzen: Ein Nahkampfangriff, der Müllbeutel und Kisten zerstört und zusätzliche Gegenstände erscheinen lässt.","Uso: Un attacco corpo a corpo che distrugge sacchi della spazzatura e casse, spargendo in giro raccoglibili extra.","Uso: um ataque corpo-a-corpo que destrói sacos de lixo e caixas, espalhando coletáveis extras."
ITEM_DEATHBOT_NAME,Смертобот,,Muertebot,Robot tueur,Todesroboter,Mortebot,Robô da Morte
ITEM_DEATHBOT_DESC,Действие: Призвать смертобота с огнемётом.,,Uso: Genera un muertebot con lanzallamas.,Utilisation&nbsp;: fait apparaître un robot tueur armé d'un lance-flammes.,Benutzen: Lasse einen Todesroboter mit einem Flammenwerfer erscheinen.,Uso: Generi un Mortebot con un lanciafiamme.,Uso: gere um robô da morte com um lança-chamas.
ITEM_DEATHSSCYTHE_NAME,Коса смерти,,Guadaña de la parca,Grande faucheuse,Sense des Schnitters,Falce della Morte,Foice da Morte
ITEM_DEATHSSCYTHE_DESC,Действие: Вихревая атака. После использования вы умираете в конце своего хода.,,"Uso: Lanza un ataque giratorio. Después de usarla, esta unidad muere al final del turno.","Utilisation&nbsp;: attaque tournoyante. Après utilisation, vous mourez à la fin de votre tour.",Benutzen: Ein Wirbelangriff. Nach Benutzung stirbst du am Ende deines Zuges.,"Uso: Un attacco rotante. Dopo averlo usato, muori alla fine del tuo turno.","Uso: um ataque giratório. Após usar isto, morra no final do seu turno."
ITEM_DEMONCORE_NAME,Ядро демона,,Núcleo demoníaco,Noyau démoniaque,Dämonenkern,Nucleo Demoniaco,Núcleo de Demônio
ITEM_DEMONCORE_DESC,"Начинать каждый бой с ядом 5. Наложить снижение всех характеристик 2 на боссов и мини-боссов в начале боя.
Действие: Ближняя атака, заставляющая бойца умереть в конце его следующего хода. Боссы вместо этого засыпают в конце своего следующего хода.",,"Empieza cada combate con 5 de veneno. Inflige 2 de reducción total a jefes y minijefes al inicio del combate.
Uso: Lanza un ataque cuerpo a cuerpo que provoca la muerte de una unidad al final de su siguiente turno. Por su parte, los jefes se quedan dormidos.","Vous débutez chaque combat avec Poison +5. Inflige Baisse de stats +2&nbsp;aux boss et miniboss au début du combat.
Utilisation&nbsp;: une attaque au corps-à-corps tuant une unité à la fin de son prochain tour. Les boss s'endorment à la fin de leur prochain tour.","Beginne jeden Kampf mit Gift&nbsp;5. Verursache bei Bossen und Minibossen am Anfang des Kampfes einen Malus auf alle Attribute.
Benutzen: Ein Nahkampfangriff, der eine Einheit am Ende ihres nächsten Zuges tötet. Bosse schlafen stattdessen ein.","Inizi ogni battaglia con Veleno 5. Infliggi Diminuzione delle Statistiche 2 a boss e miniboss all'inizio della battaglia.
Uso: Un attacco corpo a corpo che causa la morte di un'unità alla fine del suo turno successivo. I boss, invece, si addormentano alla fine del loro turno successivo.","Inicie cada batalha com veneno 5. Aplique todos os atributos diminuídos 2 em chefes e minichefes no início da batalha.
Uso: um ataque corpo-a-corpo que faz com que uma unidade morra no final de seu próximo turno. Chefes adormecem no final de seu próximo turno."
